time,SO2,NO2,O3,PM10,PM2.5,CO,CO_model,NO2_model,SO2_model,O3_model,PM10_model,PM2.5_model
2022-02-07 23:00:00,0.1,13.9,60.9,9.0,4.0,220,287.0,5.0,1.546875,48.625,5.234375,3.640625
2022-02-08 00:00:00,0.1,9.8,60.0,9.0,4.0,220,280.0,4.578125,1.59375,51.375,4.71875,3.5234375
2022-02-08 01:00:00,0.3,14.7,51.8,7.0,3.5,190,277.0,5.90625,2.828125,47.125,3.8359375,3.1953125
2022-02-08 02:00:00,0.4,18.0,47.9,5.0,3.0,210,277.0,5.5625,2.53125,45.0,3.578125,2.90625
2022-02-08 03:00:00,0.2,9.8,54.1,5.0,3.0,200,280.0,5.8125,3.09375,41.125,3.4296875,2.75
2022-02-08 04:00:00,0.2,4.3,64.8,4.5,2.0,190,283.0,5.046875,2.828125,40.75,2.9375,2.2421875
2022-02-08 05:00:00,0.1,3.1,65.8,4.0,1.0,200,293.0,4.3125,2.0859375,44.25,3.1640625,1.9804688
2022-02-08 06:00:00,0.1,1.9,65.9,4.0,1.0,200,300.0,4.828125,1.8320312,47.875,3.515625,1.9492188
2022-02-08 07:00:00,0.1,5.5,62.6,3.0,0.5,220,310.0,5.984375,2.0234375,47.875,4.328125,2.3515625
2022-02-08 08:00:00,0.1,12.8,56.4,2.0,0.0,250,323.0,6.15625,2.234375,46.375,5.359375,2.90625
2022-02-08 09:00:00,0.4,43.7,29.1,2.0,0.0,300,327.0,5.171875,2.0859375,45.0,5.828125,3.109375
2022-02-08 10:00:00,0.6,51.2,22.4,3.0,1.5,400,320.0,4.28125,1.7578125,43.625,5.59375,2.8671875
2022-02-08 11:00:00,0.6,45.7,27.5,4.0,3.0,330,313.0,4.0625,1.6054688,42.5,5.234375,2.5859375
2022-02-08 12:00:00,0.5,33.6,36.7,4.0,3.0,260,303.0,3.9765625,1.578125,42.875,4.765625,2.2890625
2022-02-08 13:00:00,0.5,28.6,41.2,7.0,3.5,230,293.0,3.59375,1.4140625,47.125,3.328125,1.765625
2022-02-08 14:00:00,0.3,27.9,41.9,10.0,4.0,220,290.0,3.9375,1.3671875,50.75,2.7109375,1.4492188
2022-02-08 15:00:00,0.3,24.8,45.7,10.0,4.0,200,293.0,4.484375,1.28125,51.375,2.59375,1.3632812
2022-02-08 16:00:00,0.3,19.7,49.6,10.0,3.5,170,303.0,5.296875,1.3828125,49.25,3.375,1.8867188
2022-02-08 17:00:00,0.2,17.6,49.4,10.0,3.0,170,323.0,5.984375,1.6054688,46.375,5.25,2.9765625
2022-02-08 18:00:00,0.2,16.8,49.4,10.0,3.0,170,337.0,5.90625,1.6835938,45.0,6.859375,3.75
2022-02-08 19:00:00,0.2,15.2,49.6,7.5,2.5,180,337.0,5.5625,1.6523438,43.875,7.125,3.78125
2022-02-08 20:00:00,0.2,17.6,46.0,5.0,2.0,200,320.0,5.265625,1.3828125,43.625,4.859375,2.734375
2022-02-08 21:00:00,0.2,23.3,39.6,5.0,2.0,310,287.0,4.921875,1.25,45.0,1.9804688,1.1914062
2022-02-08 22:00:00,0.2,12.0,54.0,4.0,1.5,260,283.0,4.65625,1.265625,42.125,1.5625,1.203125
2022-02-08 23:00:00,0.2,8.3,56.4,3.0,1.0,210,293.0,5.09375,1.3085938,40.75,2.328125,1.9179688
2022-02-09 00:00:00,0.3,9.5,59.4,3.0,1.0,210,293.0,4.796875,1.4453125,42.125,2.296875,1.7890625
2022-02-09 01:00:00,0.2,8.7,63.4,3.0,1.0,190,280.0,3.296875,1.0859375,49.25,0.9355469,0.5605469
2022-02-09 02:00:00,0.2,7.8,61.1,3.0,1.0,220,280.0,3.296875,1.0273438,49.25,0.95703125,0.5253906
2022-02-09 03:00:00,0.2,8.3,57.5,3.0,1.0,200,280.0,3.296875,0.9453125,50.0,1.0117188,0.5527344
2022-02-09 04:00:00,0.2,8.1,58.1,2.5,0.5,190,283.0,3.8125,1.0703125,50.0,1.5039062,0.875
2022-02-09 05:00:00,0.2,13.9,50.7,2.0,0.0,190,297.0,5.34375,1.4726562,47.875,3.09375,1.765625
2022-02-09 06:00:00,0.2,12.8,53.0,2.0,0.0,180,307.0,7.109375,1.8320312,45.75,4.359375,2.453125
2022-02-09 07:00:00,0.2,18.0,47.5,2.0,0.0,200,313.0,7.53125,2.0234375,45.0,5.046875,2.84375
2022-02-09 08:00:00,0.2,32.7,34.2,2.0,0.0,240,310.0,6.421875,1.9335938,45.75,5.109375,2.9453125
2022-02-09 09:00:00,0.4,47.3,21.9,2.0,0.0,280,300.0,4.828125,1.546875,46.375,4.78125,2.90625
2022-02-09 10:00:00,0.3,37.6,31.3,4.0,1.5,260,290.0,4.75,1.4140625,45.75,4.921875,3.2734375
2022-02-09 11:00:00,0.3,27.8,43.1,6.0,3.0,230,287.0,5.46875,1.3984375,46.375,4.828125,3.0390625
2022-02-09 12:00:00,0.4,27.6,44.6,6.0,3.0,240,270.0,3.5078125,0.7519531,52.875,2.6953125,1.2929688
2022-02-09 13:00:00,0.3,22.8,50.1,8.0,4.0,220,263.0,2.953125,0.6777344,57.875,2.09375,1.0117188
2022-02-09 14:00:00,0.3,23.0,53.4,10.0,5.0,240,260.0,3.2109375,0.6699219,60.75,2.3515625,1.1367188
2022-02-09 15:00:00,0.1,18.0,59.6,10.0,5.0,210,260.0,2.9921875,0.5957031,62.875,2.703125,1.2070312
2022-02-09 16:00:00,0.2,16.4,62.6,11.5,5.0,210,260.0,2.734375,0.5800781,64.25,2.6640625,1.2851562
2022-02-09 17:00:00,0.2,19.9,59.3,13.1,5.0,240,260.0,2.2421875,0.54296875,64.25,2.3515625,1.3125
2022-02-09 18:00:00,0.2,20.8,58.1,13.1,5.0,260,260.0,2.03125,0.54296875,64.25,2.28125,1.421875
2022-02-09 19:00:00,0.2,15.8,61.9,13.6,5.0,230,260.0,1.90625,0.55078125,65.0,2.234375,1.5078125
2022-02-09 20:00:00,0.1,10.8,65.3,14.1,5.0,200,257.0,1.8398438,0.6171875,64.25,1.8476562,1.2734375
2022-02-09 21:00:00,0.2,9.7,65.0,14.1,5.0,230,253.5,2.546875,0.87109375,62.875,1.3359375,0.9316406
2022-02-09 22:00:00,0.1,10.4,63.4,12.0,5.0,230,253.5,3.640625,1.2929688,64.25,1.359375,0.8925781
2022-02-09 23:00:00,0.2,7.0,67.1,10.0,5.0,190,253.5,3.640625,1.21875,67.0,1.8476562,0.9785156
2022-02-10 00:00:00,0.1,5.1,69.1,10.0,5.0,180,247.0,2.8671875,0.87890625,69.25,1.7226562,0.8125
2022-02-10 01:00:00,0.1,5.8,68.6,8.0,4.0,190,250.0,2.734375,0.85546875,65.75,1.1015625,0.5703125
2022-02-10 02:00:00,0.1,4.2,70.9,6.0,3.0,200,250.0,2.6953125,0.84765625,64.25,0.94921875,0.5
2022-02-10 03:00:00,0.1,3.2,72.7,6.0,3.0,210,253.5,2.78125,0.86328125,62.125,0.9394531,0.5
2022-02-10 04:00:00,0.1,4.4,73.0,6.0,2.5,200,253.5,3.0390625,0.9238281,59.25,1.078125,0.5644531
2022-02-10 05:00:00,0.2,4.1,72.7,6.0,2.0,200,263.0,3.421875,1.0703125,57.875,1.6835938,0.8496094
2022-02-10 06:00:00,0.1,7.6,69.4,6.0,2.0,170,267.0,3.59375,1.3554688,57.875,1.9179688,0.8515625
2022-02-10 07:00:00,0.1,14.4,63.1,5.0,2.0,180,267.0,2.953125,1.21875,59.25,1.8984375,0.7714844
2022-02-10 08:00:00,0.2,23.5,55.2,4.0,2.0,200,260.0,2.2421875,0.8417969,60.75,1.8789062,0.72265625
2022-02-10 09:00:00,0.2,26.6,52.0,4.0,2.0,210,257.0,1.7109375,0.6699219,62.875,1.8515625,0.6894531
2022-02-10 10:00:00,0.2,21.3,55.8,4.0,2.0,200,253.5,1.4335938,0.640625,65.0,1.7851562,0.65625
2022-02-10 11:00:00,0.2,15.5,61.5,4.0,2.0,190,253.5,1.4335938,0.69921875,65.75,1.734375,0.6464844
2022-02-10 12:00:00,0.2,10.4,67.9,4.0,2.0,190,253.5,1.6484375,0.8183594,66.5,1.6914062,0.640625
2022-02-10 13:00:00,0.2,9.7,69.9,6.5,2.5,180,253.5,2.1171875,0.9667969,66.5,1.6523438,0.6308594
2022-02-10 14:00:00,0.3,10.4,69.6,9.0,3.0,230,257.0,2.78125,1.0859375,66.5,1.6914062,0.6582031
2022-02-10 15:00:00,0.1,11.4,68.3,9.0,3.0,190,257.0,3.3828125,1.1445312,65.0,1.7226562,0.68359375
2022-02-10 16:00:00,0.2,12.2,68.2,10.5,3.0,180,260.0,3.640625,1.1757812,64.25,1.8085938,0.7324219
2022-02-10 17:00:00,0.2,15.9,64.8,12.0,3.0,210,263.0,3.640625,1.25,63.625,1.9804688,0.80859375
2022-02-10 18:00:00,0.2,18.2,62.7,12.0,3.0,210,263.0,3.6796875,1.3242188,62.875,2.078125,0.85546875
2022-02-10 19:00:00,0.3,18.2,61.1,11.0,3.0,220,263.0,3.765625,1.3554688,62.125,2.0859375,0.86328125
2022-02-10 20:00:00,0.2,18.3,60.0,10.0,3.0,230,263.0,3.8984375,1.3828125,60.75,2.15625,0.9121094
2022-02-10 21:00:00,0.2,20.8,56.7,10.0,3.0,260,263.0,4.0625,1.3554688,59.25,2.046875,0.90234375
2022-02-10 22:00:00,0.2,12.6,63.4,10.0,3.5,230,260.0,3.9375,1.25,57.875,1.7265625,0.8066406
2022-02-10 23:00:00,0.1,12.3,63.6,10.0,4.0,210,257.0,3.765625,1.21875,57.125,1.859375,0.99609375
2022-02-11 00:00:00,0.2,13.0,61.7,10.0,4.0,190,257.0,3.640625,1.1445312,57.125,1.9179688,1.1015625
2022-02-11 01:00:00,0.2,5.3,68.2,9.5,3.5,180,267.0,4.359375,1.6210938,52.875,3.34375,2.0546875
2022-02-11 02:00:00,0.2,5.4,67.2,9.0,3.0,190,263.0,4.28125,1.4882812,52.875,3.1953125,2.0390625
2022-02-11 03:00:00,0.2,6.1,65.1,9.0,3.0,170,263.0,4.140625,1.3828125,53.625,2.84375,1.8359375
2022-02-11 04:00:00,0.2,7.2,60.5,8.0,2.5,170,263.0,4.0625,1.4140625,54.25,2.5859375,1.6484375
2022-02-11 05:00:00,0.1,13.4,52.2,7.0,2.0,180,273.0,4.40625,1.578125,57.125,3.125,1.8710938
2022-02-11 06:00:00,0.1,14.7,49.4,7.0,2.0,180,280.0,4.75,1.6054688,60.75,3.296875,1.90625
2022-02-11 07:00:00,0.2,17.9,47.5,6.5,2.0,190,280.0,4.484375,1.5039062,62.875,3.015625,1.671875
2022-02-11 08:00:00,0.2,32.2,35.3,6.0,2.0,210,277.0,3.46875,1.2929688,65.75,2.34375,1.1796875
2022-02-11 09:00:00,0.3,48.1,24.9,6.0,2.0,270,270.0,2.3515625,1.1015625,67.75,1.5742188,0.71875
2022-02-11 10:00:00,0.5,46.1,29.2,7.0,3.0,440,267.0,2.0078125,1.0429688,67.0,1.125,0.5
2022-02-11 11:00:00,0.4,35.7,42.0,8.0,4.0,280,270.0,1.96875,1.0546875,66.5,1.09375,0.5
2022-02-11 12:00:00,0.3,14.0,67.5,8.0,4.0,250,270.0,2.0078125,1.0546875,66.5,1.0898438,0.5
2022-02-11 13:00:00,0.2,8.9,74.0,8.5,4.0,220,270.0,2.09375,1.0273438,65.75,1.0625,0.5
2022-02-11 14:00:00,0.2,10.9,70.9,9.0,4.0,250,270.0,2.265625,1.0117188,64.25,1.0703125,0.5
2022-02-11 15:00:00,0.2,12.0,69.5,9.0,4.0,230,273.0,2.5234375,0.9980469,61.5,1.09375,0.5
2022-02-11 16:00:00,0.2,12.2,69.8,7.5,3.0,280,280.0,2.5234375,0.9980469,58.625,1.1875,0.5488281
2022-02-11 17:00:00,0.2,16.2,66.8,6.0,2.0,260,283.0,2.328125,1.0546875,56.5,1.34375,0.6269531
2022-02-11 18:00:00,0.2,22.3,60.2,6.0,2.0,310,287.0,2.15625,1.0859375,55.0,1.3789062,0.64453125
2022-02-11 19:00:00,0.2,13.3,66.2,5.5,1.5,270,287.0,2.0546875,1.0703125,55.75,1.296875,0.6113281
2022-02-11 20:00:00,0.2,12.2,65.9,5.0,1.0,240,287.0,1.9492188,1.0429688,57.125,1.2578125,0.5957031
2022-02-11 21:00:00,0.2,8.8,66.6,5.0,1.0,240,280.0,1.796875,0.9667969,58.625,1.0429688,0.5
2022-02-11 22:00:00,0.2,8.9,65.3,5.0,0.5,240,273.0,1.5625,0.8417969,61.5,0.8300781,0.5
2022-02-11 23:00:00,0.2,6.5,67.2,5.0,0.0,220,263.0,1.2617188,0.7285156,67.0,0.7636719,0.5
2022-02-12 00:00:00,0.2,5.7,68.0,5.0,0.0,230,257.0,1.1015625,0.640625,72.75,0.75390625,0.5
2022-02-12 01:00:00,0.2,4.8,70.4,3.5,0.0,210,253.5,1.0351562,0.54296875,73.5,0.73828125,0.5
2022-02-12 02:00:00,0.2,3.7,74.0,2.0,0.0,230,257.0,1.3242188,0.6542969,72.0,0.78515625,0.5
2022-02-12 03:00:00,0.2,5.2,72.9,2.0,0.0,200,257.0,1.6054688,0.796875,72.0,0.8203125,0.5
2022-02-12 04:00:00,0.2,10.4,66.7,2.0,0.5,200,257.0,1.6484375,0.8339844,74.25,0.86328125,0.5
2022-02-12 05:00:00,0.3,8.3,67.7,2.0,1.0,190,263.0,1.8398438,0.9003906,77.0,1.2304688,0.5859375
2022-02-12 06:00:00,0.3,9.3,67.2,2.0,1.0,240,277.0,2.8203125,1.4296875,73.5,1.9453125,1.015625
2022-02-12 07:00:00,0.2,5.0,70.3,2.0,1.0,200,273.0,2.203125,0.9375,67.0,1.578125,0.78125
2022-02-12 08:00:00,0.2,5.2,69.5,2.0,1.0,190,273.0,2.5234375,1.1914062,62.875,2.046875,1.3671875
2022-02-12 09:00:00,0.2,7.9,68.2,2.0,1.0,200,273.0,2.734375,1.0859375,63.625,2.3359375,1.7773438
2022-02-12 10:00:00,0.2,12.5,64.6,2.0,1.0,210,267.0,2.4140625,0.9375,65.75,1.8632812,1.3671875
2022-02-12 11:00:00,0.2,12.8,64.5,2.0,1.0,210,263.0,2.265625,0.9003906,67.75,1.5507812,1.015625
2022-02-12 12:00:00,0.3,10.0,67.5,2.0,1.0,190,257.0,2.265625,0.9003906,70.0,1.3671875,0.6953125
2022-02-12 13:00:00,0.2,7.3,70.9,4.0,0.5,190,257.0,2.4375,0.9082031,72.75,1.46875,0.5625
2022-02-12 14:00:00,0.2,8.6,69.6,6.0,0.0,170,257.0,2.546875,0.8847656,74.25,1.8046875,0.6542969
2022-02-12 15:00:00,0.2,8.4,69.2,6.0,0.0,180,257.0,2.4375,0.8417969,75.0,2.078125,0.7246094
2022-02-12 16:00:00,0.3,7.8,70.4,7.5,0.5,190,253.5,2.2265625,0.765625,77.0,2.203125,0.7675781
2022-02-12 17:00:00,0.2,6.7,71.7,9.0,1.0,190,253.5,2.3125,0.796875,77.0,1.90625,0.7421875
2022-02-12 18:00:00,0.2,6.3,71.8,9.0,1.0,180,253.5,2.2265625,0.796875,77.0,1.6367188,0.6953125
2022-02-12 19:00:00,0.3,5.4,72.3,10.0,2.0,180,253.5,1.7773438,0.68359375,77.0,1.28125,0.6230469
2022-02-12 20:00:00,0.3,4.6,72.6,11.0,3.0,190,253.5,1.4335938,0.5800781,77.0,1.1015625,0.5859375
2022-02-12 21:00:00,0.2,3.4,74.0,11.0,3.0,200,253.5,1.2929688,0.5058594,76.5,1.0,0.5566406
2022-02-12 22:00:00,0.3,3.3,74.2,11.0,3.5,180,250.0,1.2851562,0.4580078,75.75,0.9375,0.515625
2022-02-12 23:00:00,0.2,2.5,74.7,11.0,4.0,190,253.5,1.3046875,0.43945312,75.75,1.0390625,0.5253906
2022-02-13 00:00:00,0.2,3.4,74.5,11.0,4.0,190,257.0,1.4960938,0.47265625,75.0,1.59375,0.9121094
2022-02-13 01:00:00,0.2,3.3,73.2,10.0,3.0,180,260.0,1.5625,0.53515625,75.75,2.1796875,1.4882812
2022-02-13 02:00:00,0.3,1.5,74.4,9.0,2.0,180,260.0,1.625,0.6328125,75.75,2.875,2.2890625
2022-02-13 03:00:00,0.3,2.9,73.9,9.0,2.0,190,260.0,1.625,0.69921875,76.5,3.5546875,3.0078125
2022-02-13 04:00:00,0.3,1.8,76.3,8.5,2.0,190,260.0,1.6484375,0.7285156,75.75,4.5625,3.875
2022-02-13 05:00:00,0.3,2.9,75.1,8.0,2.0,210,260.0,1.7539062,0.9082031,75.0,5.59375,4.546875
2022-02-13 06:00:00,0.2,3.2,72.7,8.0,2.0,260,263.0,1.8828125,0.9824219,76.5,6.0625,4.640625
2022-02-13 07:00:00,0.1,2.4,70.7,7.5,2.0,190,267.0,2.0078125,0.8183594,73.5,6.671875,4.828125
2022-02-13 08:00:00,0.2,2.9,71.4,7.0,2.0,190,270.0,2.734375,1.0273438,68.5,8.34375,6.6875
2022-02-13 09:00:00,0.2,2.7,76.5,7.0,2.0,190,267.0,2.78125,1.0703125,67.75,7.953125,6.640625
2022-02-13 10:00:00,0.2,3.6,75.5,7.0,2.5,200,267.0,2.90625,1.1757812,67.0,8.15625,7.140625
2022-02-13 11:00:00,0.2,4.5,74.5,7.0,3.0,230,270.0,3.296875,1.4882812,66.5,8.90625,8.0625
2022-02-13 12:00:00,0.3,6.2,70.7,7.0,3.0,250,273.0,4.015625,1.7578125,62.875,10.125,9.28125
2022-02-13 13:00:00,0.4,6.0,69.2,8.0,4.0,240,280.0,5.171875,1.8007812,57.125,11.5,10.78125
2022-02-13 14:00:00,0.4,6.0,66.9,9.0,5.0,240,283.0,6.078125,1.6367188,52.875,12.0625,11.5
2022-02-13 15:00:00,0.4,6.4,66.3,9.0,5.0,240,287.0,6.328125,1.3671875,52.125,11.6875,11.15625
2022-02-13 16:00:00,0.3,7.3,65.2,9.5,5.5,230,287.0,6.078125,1.1601562,52.125,11.25,10.625
2022-02-13 17:00:00,0.4,8.5,63.0,10.0,6.0,240,287.0,5.8125,1.0546875,52.125,11.375,10.53125
2022-02-13 18:00:00,0.2,9.9,58.8,10.0,6.0,250,287.0,5.640625,0.9824219,52.125,11.6875,10.78125
2022-02-13 19:00:00,0.2,9.4,57.0,10.5,6.0,240,287.0,5.34375,0.9160156,51.375,12.125,11.1875
2022-02-13 20:00:00,0.2,8.6,56.1,11.0,6.0,230,287.0,4.96875,0.86328125,52.125,12.5625,11.625
2022-02-13 21:00:00,0.3,9.5,54.8,11.0,6.0,240,287.0,4.65625,0.8183594,52.125,13.09375,12.21875
2022-02-13 22:00:00,0.2,7.1,56.6,12.0,6.5,230,283.0,4.3125,0.796875,52.875,13.75,12.9375
2022-02-13 23:00:00,0.2,5.3,56.9,13.1,7.0,200,283.0,4.1875,0.8261719,52.875,14.5,13.6875
2022-02-14 00:00:00,0.2,4.8,56.8,13.1,7.0,200,283.0,4.015625,0.8261719,52.875,15.0,14.25
2022-02-14 01:00:00,0.2,3.7,58.3,12.0,7.5,210,287.0,3.9375,0.8183594,53.625,13.875,13.4375
2022-02-14 02:00:00,0.1,2.6,59.3,11.0,8.0,220,287.0,3.8515625,0.8105469,52.875,15.0625,14.5
2022-02-14 03:00:00,0.1,2.9,57.9,11.0,8.0,210,287.0,3.765625,0.8105469,52.875,15.84375,15.25
2022-02-14 04:00:00,0.1,2.7,57.9,9.0,7.0,210,290.0,3.7265625,0.84765625,53.625,16.5,15.9375
2022-02-14 05:00:00,0.2,2.7,57.5,7.0,6.0,220,297.0,4.015625,0.9667969,53.625,17.9375,17.1875
2022-02-14 06:00:00,0.0,4.8,55.5,7.0,6.0,230,307.0,4.65625,1.1171875,52.125,19.8125,19.0
2022-02-14 07:00:00,0.0,7.1,54.0,6.0,5.0,260,313.0,5.0,1.2929688,49.25,21.0625,20.1875
2022-02-14 08:00:00,0.1,18.5,45.0,5.0,4.0,250,310.0,4.65625,1.3398438,51.375,20.375,19.5
2022-02-14 09:00:00,0.1,31.1,34.1,5.0,4.0,270,303.0,4.359375,1.2929688,54.25,19.0,18.125
2022-02-14 10:00:00,0.0,25.2,38.0,6.5,4.5,270,303.0,4.359375,1.2929688,55.0,19.6875,18.6875
2022-02-14 11:00:00,0.0,17.5,44.0,8.0,5.0,290,313.0,5.0,1.3671875,53.625,22.125,20.6875
2022-02-14 12:00:00,0.0,16.8,45.2,8.0,5.0,280,323.0,5.5625,1.4140625,55.75,24.1875,22.5
2022-02-14 13:00:00,0.1,17.0,46.8,12.0,8.0,300,327.0,6.078125,1.3984375,57.875,24.625,22.875
2022-02-14 14:00:00,0.0,22.1,41.9,16.1,11.0,310,327.0,5.90625,1.3671875,62.125,23.625,22.0
2022-02-14 15:00:00,0.0,19.9,44.5,16.1,11.0,280,320.0,5.640625,1.28125,65.0,21.625,20.125
2022-02-14 16:00:00,0.2,25.0,40.5,19.1,11.5,300,317.0,5.5625,1.28125,65.75,20.375,18.875
2022-02-14 17:00:00,0.1,16.5,47.7,22.1,12.0,280,317.0,5.46875,1.4140625,65.75,19.8125,18.25
2022-02-14 18:00:00,0.1,14.4,50.2,22.1,12.0,290,313.0,5.296875,1.6054688,65.75,19.0,17.375
2022-02-14 19:00:00,0.1,14.6,51.4,18.6,12.0,290,307.0,5.09375,1.7695312,65.0,17.5,15.875
2022-02-14 20:00:00,0.1,14.2,53.4,15.1,12.0,310,303.0,4.828125,1.890625,65.0,16.125,14.5
2022-02-14 21:00:00,0.0,13.7,53.5,15.1,12.0,310,300.0,4.53125,1.9335938,65.75,15.5625,14.03125
2022-02-14 22:00:00,0.0,10.9,58.4,16.1,11.5,280,297.0,4.109375,1.9335938,66.5,15.53125,14.21875
2022-02-14 23:00:00,0.0,7.7,65.0,17.1,11.0,250,297.0,3.765625,1.9960938,67.0,16.1875,14.90625
2022-02-15 00:00:00,0.2,6.2,69.5,17.1,11.0,240,297.0,3.5546875,2.0859375,66.5,16.8125,15.5
2022-02-15 01:00:00,0.2,4.6,70.7,14.6,10.0,240,300.0,3.5546875,1.9648438,62.875,17.8125,16.5625
2022-02-15 02:00:00,0.3,3.8,69.7,12.0,9.0,240,300.0,3.5078125,1.9960938,62.125,18.9375,17.75
2022-02-15 03:00:00,0.3,3.9,68.8,12.0,9.0,250,300.0,3.6796875,1.9648438,61.5,20.125,18.875
2022-02-15 04:00:00,0.3,4.1,68.2,12.6,9.0,250,307.0,4.015625,1.9960938,60.0,21.5,20.125
2022-02-15 05:00:00,0.2,4.5,66.3,13.1,9.0,240,313.0,4.65625,2.0859375,59.25,23.0,21.375
2022-02-15 06:00:00,0.3,3.9,64.7,13.1,9.0,250,323.0,5.265625,2.171875,58.625,24.6875,22.8125
2022-02-15 07:00:00,0.1,6.6,60.8,15.6,11.0,240,327.0,5.4375,2.203125,57.875,26.3125,24.1875
2022-02-15 08:00:00,0.3,15.3,52.9,18.1,13.0,270,330.0,5.8125,2.2578125,57.125,27.8125,25.5625
2022-02-15 09:00:00,0.5,26.0,44.1,18.1,13.0,300,337.0,6.078125,2.3203125,56.5,28.8125,26.75
2022-02-15 10:00:00,0.7,22.6,45.7,21.1,15.5,310,340.0,5.90625,2.4375,57.125,28.6875,26.9375
2022-02-15 11:00:00,0.6,24.1,43.5,24.1,18.0,290,343.0,6.15625,2.5625,56.5,28.0625,26.5
2022-02-15 12:00:00,0.4,23.7,43.2,24.1,18.0,310,343.0,6.765625,2.765625,55.0,27.9375,26.3125
2022-02-15 13:00:00,0.5,18.7,48.8,23.6,18.0,310,343.0,7.53125,2.796875,54.25,26.8125,25.375
2022-02-15 14:00:00,0.7,21.1,50.6,23.1,18.0,310,347.0,7.953125,2.5859375,52.875,24.4375,23.25
2022-02-15 15:00:00,0.6,23.3,50.4,23.1,18.0,300,347.0,8.28125,2.3203125,52.125,22.0,21.125
2022-02-15 16:00:00,0.3,22.3,49.8,24.1,19.0,310,347.0,8.5625,2.0546875,50.75,21.5,20.5
2022-02-15 17:00:00,0.4,22.3,48.7,25.1,20.0,320,347.0,8.71875,1.875,49.25,22.6875,21.5625
2022-02-15 18:00:00,0.2,18.3,50.3,25.1,20.0,320,347.0,8.90625,1.6953125,47.125,23.5625,22.3125
2022-02-15 19:00:00,0.2,14.2,53.1,26.1,20.5,320,340.0,8.21875,1.5195312,45.75,22.625,21.375
2022-02-15 20:00:00,0.2,10.1,54.9,27.1,21.0,310,330.0,6.9375,1.3554688,45.75,21.0625,19.8125
2022-02-15 21:00:00,0.2,8.3,55.6,27.1,21.0,300,317.0,5.90625,1.1171875,45.75,19.0625,17.875
2022-02-15 22:00:00,0.2,7.4,54.0,27.1,21.0,300,300.0,5.296875,0.85546875,43.875,16.25,15.3125
2022-02-15 23:00:00,0.2,6.3,52.9,27.1,21.0,280,290.0,5.140625,0.7441406,41.75,13.5625,12.71875
2022-02-16 00:00:00,0.2,5.3,53.4,27.1,21.0,260,283.0,5.140625,0.70703125,40.375,11.875,11.125
2022-02-16 01:00:00,0.0,4.3,58.8,23.1,18.0,210,270.0,3.1640625,0.49121094,49.25,4.734375,3.9765625
2022-02-16 02:00:00,0.0,3.4,64.3,19.1,15.0,170,267.0,2.4609375,0.4580078,52.875,2.8671875,2.09375
2022-02-16 03:00:00,0.1,2.2,67.2,19.1,15.0,170,267.0,2.203125,0.45410156,54.25,2.4921875,1.65625
2022-02-16 04:00:00,0.0,4.0,65.9,12.6,12.0,170,267.0,2.3125,0.5136719,55.0,3.015625,1.9335938
2022-02-16 05:00:00,0.0,2.7,69.8,6.0,2.0,180,277.0,2.90625,0.70703125,54.25,4.765625,2.9375
2022-02-16 06:00:00,0.0,3.1,71.6,6.0,2.0,170,280.0,3.8125,0.9980469,51.375,6.765625,4.171875
2022-02-16 07:00:00,0.1,5.6,71.2,6.0,2.0,190,287.0,4.1875,1.1171875,48.625,8.21875,5.1875
2022-02-16 08:00:00,0.1,13.2,66.3,6.0,2.0,210,293.0,4.1875,1.0859375,47.125,9.0,5.921875
2022-02-16 09:00:00,0.1,21.5,58.9,6.0,2.0,210,300.0,4.703125,1.265625,43.25,10.6875,7.96875
2022-02-16 10:00:00,0.1,16.8,61.3,7.5,2.0,210,313.0,5.984375,1.4882812,38.25,14.78125,12.65625
2022-02-16 11:00:00,0.2,14.0,59.1,9.0,2.0,210,330.0,8.5625,1.6054688,36.375,17.4375,15.71875
2022-02-16 12:00:00,0.1,11.8,58.3,9.0,2.0,210,337.0,9.40625,1.53125,35.75,18.5625,17.0
2022-02-16 13:00:00,0.2,10.2,56.7,10.0,3.0,230,333.0,8.125,1.4140625,36.75,18.875,17.625
2022-02-16 14:00:00,0.1,12.4,53.7,11.0,4.0,240,333.0,7.359375,1.3398438,40.75,16.625,15.65625
2022-02-16 15:00:00,0.1,14.8,51.2,11.0,4.0,230,333.0,7.796875,1.3554688,42.5,12.625,11.75
2022-02-16 16:00:00,0.1,19.8,44.8,12.0,6.5,230,340.0,8.90625,1.4453125,40.0,10.53125,9.625
2022-02-16 17:00:00,0.3,22.5,38.0,13.1,9.0,270,340.0,9.15625,1.3554688,35.375,8.0625,7.0625
2022-02-16 18:00:00,0.1,17.1,44.3,13.1,9.0,260,333.0,10.09375,1.234375,30.375,5.046875,4.15625
2022-02-16 19:00:00,0.1,12.4,50.8,14.1,10.0,250,323.0,9.65625,1.1445312,30.0,3.8203125,2.921875
2022-02-16 20:00:00,0.1,10.6,52.8,15.1,11.0,240,323.0,9.0625,1.1445312,30.375,4.5,3.3984375
2022-02-16 21:00:00,0.1,10.9,48.5,15.1,11.0,260,323.0,9.3125,1.234375,29.3125,5.390625,4.25
2022-02-16 22:00:00,0.1,7.7,48.2,13.1,9.5,260,327.0,10.34375,1.3398438,27.5,6.171875,5.390625
