time,CO,CO_model,NO2,NO2_model,O3,O3_model,SO2,SO2_model,PM2.5,PM2.5_model,PM10,PM10_model
2022-02-24 02:00:00,300.0,427.99997,3.0,3.2578123,80.0,68.74999,10.0,1.8515624,9.3,11.187499,13.6,15.374999
2022-02-24 03:00:00,300.0,447.99997,3.0,3.2578123,85.0,69.49999,8.0,1.8632811,9.0,10.562499,12.8,14.312499
2022-02-24 04:00:00,300.0,467.99997,4.0,3.3437498,83.0,69.49999,9.0,2.0312498,8.9,9.499999,13.4,13.031249
2022-02-24 05:00:00,300.0,507.99997,6.0,3.6015623,80.0,69.49999,8.0,2.1796873,8.3,10.562499,12.8,14.718749
2022-02-24 06:00:00,300.0,695.99994,17.0,3.8593748,72.0,67.99999,8.0,3.5781248,7.6,14.937499,11.7,20.374998
2022-02-24 07:00:00,300.0,781.99994,12.0,3.9062498,76.0,69.49999,10.0,4.2343745,7.8,16.624998,13.0,23.187498
2022-02-24 08:00:00,500.0,867.99994,7.0,3.6015623,86.0,71.74999,10.0,5.1874995,8.0,14.124999,14.8,20.812498
2022-02-24 09:00:00,500.0,935.99994,6.0,3.1328123,88.0,72.99999,11.0,6.2031245,8.8,11.312499,21.8,18.124998
2022-02-24 10:00:00,700.0,895.99994,6.0,2.5937498,89.0,75.24999,12.0,6.0937495,10.2,8.374999,26.1,14.656249
2022-02-24 11:00:00,700.0,815.99994,8.0,2.2734373,85.0,79.49999,12.0,5.5468745,14.4,6.4531245,41.0,11.437499
2022-02-24 12:00:00,500.0,735.99994,8.0,2.0781248,86.0,83.74999,10.0,5.0156245,9.0,5.0937495,20.9,8.343749
2022-02-24 13:00:00,400.0,360.99997,10.0,1.8867186,87.0,88.74999,8.0,1.8515624,5.8,4.3124995,13.5,6.0781245
2022-02-24 14:00:00,400.0,313.99997,11.0,1.8671874,85.0,90.99999,8.0,1.6249999,4.7,4.8593745,14.1,5.9999995
2022-02-24 15:00:00,400.0,307.99997,11.0,1.9921874,78.0,90.24999,7.0,1.6249999,3.2,5.5781245,10.6,6.5781245
2022-02-24 16:00:00,500.0,535.99994,10.0,2.3359373,76.0,85.99999,7.0,4.5937495,4.2,7.5156245,11.7,9.062499
2022-02-24 17:00:00,400.0,935.99994,16.0,2.6406248,66.0,82.99999,7.0,8.968749,5.4,10.874999,11.6,13.531249
2022-02-24 18:00:00,500.0,1363.9999,19.0,2.7890623,67.0,80.99999,7.0,12.874999,5.7,15.999999,12.0,19.874998
2022-02-24 19:00:00,500.0,1815.9999,16.0,4.5468745,69.0,75.99999,8.0,15.999999,5.8,21.249998,13.2,26.249998
2022-02-24 20:00:00,600.0,2167.9998,17.0,5.7499995,68.0,70.99999,9.0,16.749998,6.5,22.312498,13.3,27.999998
2022-02-24 21:00:00,700.0,2087.9998,15.0,6.4374995,70.0,67.24999,10.0,14.312499,6.7,21.562498,12.3,27.562498
2022-02-24 22:00:00,400.0,1135.9999,15.0,7.4687495,70.0,62.999996,8.0,7.3437495,6.5,16.374998,11.6,22.249998
2022-02-24 23:00:00,300.0,547.99994,25.0,7.9687495,55.0,60.124996,7.0,2.8046873,6.3,8.374999,13.4,13.124999
2022-02-25 00:00:00,200.0,307.99997,17.0,8.062499,68.0,57.999996,7.0,1.0156249,6.2,5.7499995,13.2,9.687499
2022-02-25 01:00:00,200.0,236.99998,4.0,6.6874995,84.0,61.624996,7.0,0.4628906,6.1,4.8749995,13.3,8.874999
2022-02-25 02:00:00,200.0,233.99998,7.0,7.1249995,81.0,58.749996,7.0,0.41406247,5.9,4.7499995,12.8,8.499999
2022-02-25 03:00:00,200.0,236.99998,11.0,7.6406245,69.0,56.624996,7.0,0.36523435,5.5,4.7343745,11.1,8.062499
2022-02-25 04:00:00,200.0,236.99998,14.0,8.406249,63.0,53.749996,7.0,0.32812497,5.3,4.8749995,11.4,7.8593745
2022-02-25 05:00:00,200.0,240.49998,24.0,9.624999,51.0,51.499996,7.0,0.33984372,5.2,6.0624995,10.8,9.124999
2022-02-25 06:00:00,200.0,257.99997,42.0,10.812499,40.0,50.874996,7.0,0.5605468,5.0,12.343749,10.8,16.437498
2022-02-25 07:00:00,200.0,270.99997,30.0,11.156249,59.0,54.374996,7.0,0.7246093,5.3,17.062498,12.0,22.187498
2022-02-25 08:00:00,300.0,277.99997,10.0,10.812499,76.0,57.249996,7.0,0.80468744,6.1,17.499998,15.8,23.124998
2022-02-25 09:00:00,300.0,280.99997,11.0,9.687499,80.0,61.624996,7.0,0.8652343,7.8,15.843749,22.6,21.624998
2022-02-25 10:00:00,300.0,270.99997,8.0,3.7734373,87.0,80.99999,6.0,0.78320307,8.3,11.749999,20.4,16.937498
2022-02-25 11:00:00,300.0,257.99997,7.0,3.2578123,91.0,86.74999,6.0,0.66406244,8.0,9.218749,20.0,13.812499
2022-02-25 12:00:00,400.0,247.49998,9.0,3.3906248,92.0,90.99999,6.0,0.5527343,9.0,7.4062495,19.6,11.374999
2022-02-25 13:00:00,400.0,236.99998,7.0,3.5624998,98.0,94.49999,6.0,0.45898435,8.0,5.4687495,17.2,8.374999
2022-02-25 14:00:00,400.0,233.99998,15.0,4.6718745,100.0,94.49999,7.0,0.41796872,8.4,5.4687495,19.1,7.8906245
2022-02-25 15:00:00,400.0,230.49998,23.0,6.6874995,88.0,94.49999,7.0,0.3691406,7.2,6.0156245,18.4,8.312499
