,Station,Model,60m,700m
2021-11-07 18:00:00,3.0,1.9726561307907104,,
2021-11-07 19:00:00,2.0,2.070312261581421,,
2021-11-07 20:00:00,1.0,2.468749761581421,,
2021-11-07 21:00:00,1.0,2.585937261581421,,2.0
2021-11-07 22:00:00,1.0,2.8593747615814213,,
2021-11-07 23:00:00,1.0,4.703124523162842,,0.0
2021-11-08 00:00:00,1.0,6.421874523162843,,0.0
2021-11-08 01:00:00,1.0,0.8144530653953552,,
2021-11-08 02:00:00,1.0,0.9355468153953552,,
2021-11-08 03:00:00,1.0,0.9335936903953552,,
2021-11-08 04:00:00,1.5,1.0273436307907104,,
2021-11-08 05:00:00,2.0,1.3281248807907104,,
2021-11-08 06:00:00,2.0,1.3437498807907104,,1.0
2021-11-08 07:00:00,2.0,1.1914061307907104,,
2021-11-08 08:00:00,2.0,1.0703123807907104,,
2021-11-08 09:00:00,2.0,0.8867186903953552,,
2021-11-08 10:00:00,2.5,0.8320311903953552,,
2021-11-08 11:00:00,3.0,0.8886718153953552,,0.0
2021-11-08 12:00:00,3.0,1.0273436307907104,,
2021-11-08 13:00:00,3.5,1.2929686307907104,,
2021-11-08 14:00:00,4.0,1.6093748807907104,,
2021-11-08 15:00:00,4.0,1.7929686307907104,,
2021-11-08 16:00:00,6.0,2.023437261581421,,
2021-11-08 17:00:00,7.9,2.789062261581421,,
2021-11-08 18:00:00,7.9,3.4687497615814213,,
2021-11-08 19:00:00,9.9,3.5624997615814213,,
2021-11-08 20:00:00,11.9,3.624999761581421,,
2021-11-08 21:00:00,11.9,3.2734372615814213,,
2021-11-08 22:00:00,10.4,2.445312261581421,,
2021-11-08 23:00:00,8.9,2.195312261581421,,
2021-11-09 00:00:00,8.9,2.015624761581421,,
2021-11-09 01:00:00,6.9,1.9570311307907104,,
2021-11-09 02:00:00,5.0,2.007812261581421,,5.0
2021-11-09 03:00:00,5.0,2.109374761581421,,2.6666666666666665
2021-11-09 04:00:00,5.0,2.343749761581421,,5.0
2021-11-09 05:00:00,5.0,3.5390622615814213,,5.0
2021-11-09 06:00:00,5.0,4.437499523162842,,
2021-11-09 07:00:00,11.4,4.374999523162842,,9.666666666666666
2021-11-09 08:00:00,17.9,3.781249761581421,,
2021-11-09 09:00:00,17.9,2.765624761581421,,20.0
2021-11-09 10:00:00,32.7,2.124999761581421,,
2021-11-09 11:00:00,47.6,2.195312261581421,,7.0
2021-11-09 12:00:00,47.6,2.453124761581421,,4.5
2021-11-09 13:00:00,36.2,11.968749046325684,,4.0
2021-11-09 14:00:00,24.8,30.06249809265137,,5.333333333333333
2021-11-09 15:00:00,24.8,48.24999618530274,,
2021-11-09 16:00:00,20.3,57.87499618530274,,
2021-11-09 17:00:00,15.9,56.62499618530274,4.5,2.6666666666666665
2021-11-09 18:00:00,15.9,47.24999618530274,3.0,3.0
2021-11-09 19:00:00,14.4,31.81249809265137,,4.0
2021-11-09 20:00:00,12.9,24.18749809265137,,2.0
2021-11-09 21:00:00,12.9,17.124998092651367,,2.0
2021-11-09 22:00:00,10.4,6.968749523162843,,3.0
2021-11-09 23:00:00,7.9,3.914062261581421,,1.5
2021-11-10 00:00:00,7.9,2.367187261581421,,0.2
2021-11-10 01:00:00,5.5,0.7656249403953552,,0.3333333333333333
2021-11-10 02:00:00,3.0,0.8671874403953552,,0.3333333333333333
2021-11-10 03:00:00,3.0,0.9257811903953552,,1.25
2021-11-10 04:00:00,2.0,0.9453124403953552,,2.0
2021-11-10 05:00:00,1.0,1.4257811307907104,,1.5
2021-11-10 06:00:00,1.0,1.9453123807907104,,1.0
2021-11-10 07:00:00,1.0,2.164062261581421,,1.0
2021-11-10 08:00:00,1.0,2.257812261581421,,5.0
2021-11-10 09:00:00,1.0,2.265624761581421,,3.0
2021-11-10 10:00:00,2.0,2.226562261581421,,1.0
2021-11-10 11:00:00,3.0,2.273437261581421,,6.0
2021-11-10 12:00:00,3.0,2.414062261581421,,
2021-11-10 13:00:00,3.0,2.460937261581421,,1.0
2021-11-10 14:00:00,3.0,2.367187261581421,,
2021-11-10 15:00:00,3.0,2.468749761581421,,3.0
2021-11-10 16:00:00,2.0,2.8749997615814213,,
2021-11-10 17:00:00,1.0,3.5703122615814213,,24.0
2021-11-10 18:00:00,1.0,4.078124523162842,,
